Field Id,Field name,Rule,Rule type,Action,Rule note,Message,Message,Condition (if present):,Description
lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,123493,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Beneficiary / Entity / Registration or incorporation,"Reject this report if the province/state code does not correspond with the country provided OR is not a valid Canadian, US or Mexican province/state code given the country lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode.
"
lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,123500,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Beneficiary / Entity / Registration or incorporation,"Reject this report if the user did not provide a value and all of lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.number, lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode, lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode are empty.
"
lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,123501,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Beneficiary / Entity / Registration or incorporation,"Reject this report if the user provided a value and lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode is in CA, US, MX.
"
lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,123502,Format,Reject,,Invalid format.,362,Beneficiary / Entity / Registration or incorporation,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.number,Registration or incorporation number,123470,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Beneficiary / Entity / Registration or incorporation,"Reject this report if the user did not provide a value and all of lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode, lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode, lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName are empty.
"
lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.number,Registration or incorporation number,123471,Format,Reject,,Invalid format.,362,Beneficiary / Entity / Registration or incorporation,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.typeCode,Incorporated or registered?,123460,Presence,Reject,,Field is mandatory.,329,Beneficiary / Entity / Registration or incorporation,"Reject this report if the user did not provide a value into this field.
"
lctr.transaction.completingActions.beneficiaries.entityDetails.registrationsIncorporations.typeCode,Incorporated or registered?,123461,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Beneficiary / Entity / Registration or incorporation,"Reject this report if the user provided a value not in the list:
	 - 1=Registered
	 - 2=Incorporated
	 - 4=Registered and incorporated
	 - 5=Unknown
"
lctr.transaction.completingActions.beneficiaries.entityDetails.telephoneNumber,Telephone number,123251,Format,Reject,,Invalid format.,362,Beneficiary / Entity,"Reject this report if the user provided a value that did not contain 0 to 20 numbers, dashes, commas, periods, spaces or round brackets.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.buildingNumber,House/Building number,123070,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Beneficiary / Person,"Reject this report if the user provided a value and any of lctr.transaction.completingActions.beneficiaries.personDetails.address.unstructured are not empty.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.buildingNumber,House/Building number,123071,Format,Reject,,Invalid format.,362,Beneficiary / Person,"Reject this report if the user provided text that is not between 1 and 10 characters.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.city,City,123090,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Beneficiary / Person,"Reject this report if the user provided a value and any of lctr.transaction.completingActions.beneficiaries.personDetails.address.unstructured are not empty.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.city,City,123091,Format,Reject,,Invalid format.,362,Beneficiary / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.countryCode,Country,123140,Format,Reject,,Invalid format.,362,Beneficiary / Person,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.countryCode,Country,123141,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Beneficiary / Person,"Reject this report if the user provided a value not in the list:
	 - All ISO Countries
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.district,District,123100,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Beneficiary / Person,"Reject this report if the user provided a value and any of lctr.transaction.completingActions.beneficiaries.personDetails.address.unstructured are not empty.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.district,District,123101,Format,Reject,,Invalid format.,362,Beneficiary / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.postalZipCode,Postal or zip code,123151,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Beneficiary / Person,"Reject this report if the user provided a value and any of lctr.transaction.completingActions.beneficiaries.personDetails.address.unstructured are not empty.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.postalZipCode,Postal or zip code,123150,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Beneficiary / Person,"Send a warning if the user did not provide a value and lctr.transaction.completingActions.beneficiaries.personDetails.address.unstructured is blank and lctr.transaction.completingActions.beneficiaries.personDetails.address.countryCode is one of Canada (CA), United States (US).
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.postalZipCode,Postal or zip code,123152,Format,Reject,,Invalid format.,362,Beneficiary / Person,"Reject this report if the user provided text that is not between 1 and 20 characters.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.postalZipCode,Postal or zip code,123153,Content,Reject,,The value entered for this field is not a valid format for a Postal Code / Zip Code.,363,Beneficiary / Person,"Reject this report if the postal code provided is not a valid Canadian postal code OR if the ZIP code provided is not a valid US ZIP code OR if the postal code provided is not alphanumeric for countries entered in lctr.transaction.completingActions.beneficiaries.personDetails.address.countryCode other than Canada and the United States.
"
lctr.transaction.completingActions.beneficiaries.personDetails.address.provinceStateCode,Province or state code,123110,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Beneficiary / Person,"Reject this report if the user did not provide a value and lctr.transaction.completingActions.beneficiaries.personDetails.address.unstructured is blank and lctr.transaction.completingActions.beneficiaries.personDetails.address.countryCode is one of Canada (CA), United States (US), Mexico (MX).
"
